2.284259236752755884e-01 -1.430702491479852734e-01 -2.132615433672946370e-01 1.134667548023610140e-01 -1.553848822391558082e-01 -2.588700963211323369e-01 1.031799267743883641e-01 -5.992969911109236048e-02 -3.646813853368658931e-01 -2.680251045255802600e-01
-6.423901004666754400e-02 -2.201607419332719529e-01 3.238061766717713619e-01 2.569149275265598664e-01 2.868661601917626980e-01 -1.179645919905670803e-01 2.756923880078547828e-01 2.867648999194073456e-01 -2.414583877100806575e-01 1.825517894149468745e-01
2.294247376519276127e-01 5.590933817474708079e-02 3.849565992707769668e-01 -4.103774096420783613e-01 -9.373901930065375865e-03 -6.126264620019228335e-02 -3.107674908113898793e-01 4.312224143435746671e-01 -2.766055934741857847e-01 3.057871838668897446e-01
-2.381909762032883293e-01 -1.206732204978904210e-01 -4.655574237483109945e-01 -3.054924486200738531e-01 -4.073387811965387684e-01 -2.812954727084350237e-01 3.599093772486128273e-03 1.188463083055112390e-01 4.089240350255076706e-01 4.770009568668858169e-01
-2.976255062234733906e-01 6.059061162578205373e-02 3.162861246194049736e-01 1.707316637027334050e-01 -1.411051610583171634e-01 -5.231170680788155281e-03 2.850099413490524425e-01 -3.931993505437588743e-01 -4.473971982463041952e-01 1.853390846211455667e-02
3.473398071183474434e-01 -3.393406633347234580e-01 -3.510578920509366263e-02 1.572705038239007314e-01 -1.205282265858109714e-02 -2.557063658979705778e-01 2.713019170525505785e-01 -3.104274402283389023e-01 2.848514043975084453e-01 2.527404992948019125e-01
2.779134233743074667e-01 -9.735830377333387631e-03 1.575508110161609743e-01 -4.050007667175186121e-01 -2.042937425390023432e-02 3.058358982955347027e-01 1.923772944505706128e-01 1.144261568531734774e-01 -4.246317433039329403e-01 -3.064606251585305641e-01
4.319812737804435976e-01 4.190698509840705688e-01 -2.092532604117377515e-01 3.226137970541653743e-01 -4.921932712977052926e-01 2.506335077645573950e-01 -2.642506982723662468e-01 1.319412981210915659e-01 4.212186114473135401e-01 3.955155617716079597e-01
-3.785128094355061368e-01 -4.347685064902269136e-01 -2.739770616586783003e-01 2.239161169086069103e-01 -2.209407852923997995e-01 5.260373947199459277e-02 -2.436525416983361669e-01 2.869057192538582157e-02 -3.073452796925663089e-01 -2.847357653164721558e-01
2.622079835774523415e-01 2.471126797360868599e-01 -4.413589545870708619e-01 -2.938796683182343106e-01 -2.958311909215448621e-01 -2.218913426639913533e-01 3.993262538943848083e-01 -3.423097236627147266e-01 1.288849391896785823e-01 -1.058157696263144487e-01
-5.155835594755941997e-02 2.790203910664240672e-01 -4.698363713799226238e-01 -2.416293947102842177e-01 -3.929128142064856055e-01 -4.221081446000024551e-01 2.934578922734909501e-01 -4.897360084166635374e-01 -1.770042239368799786e-01 3.933448338817513434e-02
1.446922215588158922e-01 2.990246262750205775e-01 -2.903550823567253580e-01 -2.783330892710178528e-01 4.762000922371915079e-01 2.389409101230901555e-01 -3.242627235049333478e-02 -6.442249737150729239e-02 4.461605572833172717e-01 4.432328273186502132e-01
-6.963940863643169887e-02 -1.725125368233498824e-01 1.781578894946712621e-01 -1.573200806436343413e-01 3.453311814432308280e-01 3.101181536806048022e-01 2.637050526818732754e-01 -5.644434987539537207e-02 3.853681447525795223e-01 2.114861412668187501e-01
1.738795963867383332e-01 4.844676493041888410e-02 4.178393941718980820e-01 -3.676184017112310576e-01 -3.730499625554851706e-01 -3.416524070281655723e-01 -1.531820915130837069e-01 1.346980788657314854e-02 2.752809049745819081e-01 -1.450612984448936826e-01
1.717031731175940878e-01 -1.940195774180777377e-01 3.730621847645675393e-01 1.355597961386283412e-01 -1.228857279371848854e-01 -9.355629128485687396e-02 -2.442024219136104124e-01 -3.963845826065977018e-01 4.776043814762916950e-01 -3.836348310653270310e-03
-3.590187181004848016e-01 -3.106823392434628905e-01 -1.556813619187076281e-01 -1.366315951256341643e-01 -4.378925179174804061e-01 -5.777697247011615023e-02 -2.427505112325234471e-01 2.943749016004371111e-02 -2.069326738381845887e-01 4.577554164095233302e-01
3.295951296742924974e-01 1.417550374968493676e-01 -4.462040958073891783e-01 -3.154274099915255203e-02 -8.251984318133909202e-02 -2.469737853476350331e-02 1.009327709634499914e-01 -4.246264323999310308e-01 -3.185942198863599417e-01 -2.558705328562786985e-01
-1.162711216922041046e-01 -4.084867468441708560e-01 3.481800368784561117e-01 1.600157746361852151e-01 3.536161163315960643e-01 2.689588425337047228e-01 4.930628036552715532e-01 -4.085986080807680887e-01 4.187417838096766376e-01 -4.038716458219007155e-01
-1.317974624262082672e-01 -3.652686025337570364e-02 -3.513660463066842210e-01 2.758312079120128768e-01 -3.665810363486188272e-01 -4.458726203681900868e-01 4.253084448216615243e-02 -3.693637593724719004e-02 3.023027759214751420e-01 -3.155365547110249302e-01
-1.901893164486876397e-01 -3.465207451013905260e-01 -3.218012770739608897e-01 1.910305526935638376e-01 -2.375442192802201813e-01 2.603460892876681143e-01 2.278858880570971968e-01 -1.776630135069326988e-01 7.373571430148162520e-04 7.694264460665989347e-02
3.525413768735996545e-02 -4.798376370568850913e-01 1.638459885708991592e-01 -8.128590240157707036e-02 1.049500187418653807e-01 -1.290249086580912419e-01 -6.179071440297501105e-03 1.490537375751828097e-01 -4.903635566662329914e-01 -2.084642664429932069e-01
1.056098159683552806e-01 -2.476610658577220736e-01 -1.114648890912529611e-01 4.341093461102860651e-01 -1.345568507312120410e-01 -3.367162444503603025e-01 1.428488124495393974e-01 4.240866676963171988e-01 -3.250256118391715576e-01 -3.937305420047065851e-01
2.641710048181149517e-01 3.804608082064392383e-01 4.990905123245455988e-01 3.222182024207655981e-01 3.333602193598036445e-01 -1.213287284256997500e-01 -4.242238263571258550e-01 4.443315292492594493e-01 1.067464746715072188e-01 -3.110888739667646563e-01
