7.500000e-01 3.778062e-120 0.000000e+00
1.250000e+00 1.966372e-108 0.000000e+00
1.750000e+00 1.183539e-100 0.000000e+00
2.250000e+00 6.319144e-95 0.000000e+00
2.750000e+00 2.676897e-90 0.000000e+00
3.250000e+00 1.438093e-86 0.000000e+00
3.750000e+00 2.366857e-83 0.000000e+00
4.250000e+00 2.559489e-80 0.000000e+00
4.750000e+00 8.361495e-78 0.000000e+00
5.250000e+00 9.830277e-76 0.000000e+00
5.750000e+00 1.163825e-73 0.000000e+00
6.250000e+00 1.584932e-71 0.000000e+00
6.750000e+00 9.582672e-70 0.000000e+00
7.250000e+00 3.195637e-68 0.000000e+00
7.750000e+00 8.518167e-67 0.000000e+00
8.250000e+00 2.102298e-65 0.000000e+00
8.750000e+00 6.628947e-64 0.000000e+00
9.250000e+00 1.236489e-62 0.000000e+00
9.750000e+00 1.659789e-61 0.000000e+00
1.025000e+01 2.372883e-60 0.000000e+00
1.075000e+01 2.867729e-59 0.000000e+00
1.125000e+01 3.076939e-58 0.000000e+00
1.175000e+01 3.540792e-57 0.000000e+00
1.225000e+01 3.279743e-56 0.000000e+00
1.275000e+01 2.155839e-55 0.000000e+00
1.325000e+01 1.321272e-54 0.000000e+00
1.375000e+01 9.446034e-54 0.000000e+00
1.425000e+01 7.713792e-53 0.000000e+00
1.475000e+01 5.325065e-52 0.000000e+00
1.525000e+01 3.263629e-51 0.000000e+00
1.575000e+01 2.000215e-50 0.000000e+00
1.625000e+01 1.050924e-49 0.000000e+00
1.675000e+01 4.444510e-49 0.000000e+00
1.725000e+01 1.645566e-48 0.000000e+00
1.775000e+01 6.007955e-48 0.000000e+00
1.825000e+01 2.385716e-47 0.000000e+00
1.875000e+01 1.067068e-46 0.000000e+00
1.925000e+01 4.806236e-46 0.000000e+00
1.975000e+01 2.119816e-45 0.000000e+00
2.025000e+01 9.415236e-45 0.000000e+00
2.075000e+01 3.954065e-44 0.000000e+00
2.125000e+01 1.443627e-43 0.000000e+00
2.175000e+01 4.582107e-43 0.000000e+00
2.225000e+01 1.327867e-42 0.000000e+00
2.275000e+01 3.689806e-42 0.000000e+00
2.325000e+01 1.032506e-41 0.000000e+00
2.375000e+01 2.889226e-41 0.000000e+00
2.425000e+01 8.141617e-41 0.000000e+00
2.475000e+01 2.326590e-40 0.000000e+00
2.525000e+01 6.885403e-40 0.000000e+00
2.575000e+01 2.140027e-39 0.000000e+00
2.625000e+01 6.745116e-39 0.000000e+00
2.675000e+01 2.052859e-38 0.000000e+00
2.725000e+01 5.825434e-38 0.000000e+00
2.775000e+01 1.541334e-37 0.000000e+00
2.825000e+01 3.802461e-37 0.000000e+00
2.875000e+01 9.058001e-37 0.000000e+00
2.925000e+01 2.112904e-36 0.000000e+00
2.975000e+01 4.826219e-36 0.000000e+00
3.025000e+01 1.094698e-35 0.000000e+00
3.075000e+01 2.448507e-35 0.000000e+00
3.125000e+01 5.515036e-35 0.000000e+00
3.175000e+01 1.259725e-34 0.000000e+00
3.225000e+01 2.938482e-34 0.000000e+00
3.275000e+01 6.999881e-34 0.000000e+00
